繄|yi1
魬|fan3
允|yun3
蹠|zhi2
韜|tao1
傯|zong3
呴|xu1
爯|cheng1
窋|zhu2
淳|chun2
叱|chi4
咇|bi4
拭|shi4
姤|gou4
心|xin1
聊|liao2
俠|xia2
匴|suan3
肕|ren4
囑|zhu3
梊|di4
戞|jia2
攰|gui4
噦|yue3
鎗|qiang1
寁|zan3
㥁|de2
曐|xing1
馿|lu:2
彴|zhuo2
釦|kou4
蹣|pan2
蝟|wei4
瀑|pu4
磨|mo4
宼|kou4
峴|xian4
婬|yin2
羇|ji1
攪|jiao3
衫|shan1
衾|qin1
民|min2
辿|chan1
廉|lian2
褵|li2
漲|zhang4
籀|zhou4
滕|Teng2
市|shi4
喎|wai1
主|zhu3
歗|xiao4
勿|wu4
沙|sha1
尶|gan1
団|tuan2
戹|e4
巽|xun4
蚡|fen2
仫|mu4
僰|Bo2
謍|ying2
累|lei4
穋|lu4
垵|an3
滮|biao1
腯|tu2
嘗|chang2
做|zuo4
咼|wai1
薪|xin1
範|fan4
硒|xi1
鬐|qi2
緍|min2
鏸|hui4
亥|hai4
件|jian4
毉|yi1
肖|xiao4
侖|lun2
肛|gang1
殣|jin4
擊|ji1
譊|nao2
仨|sa1
椓|zhuo2
嫁|jia4
巆|ying2
鰲|ao2
踥|qie4
眺|tiao4
鏚|qi1
擺|bai3
沃|wo4
曘|ru2
砵|bo1
蝴|hu2
鎋|xia2
岀|chu1
飯|fan4
呵|he1
劑|ji4
灘|tan1
匾|bian3
水|shui3
瘏|tu2
鄺|Kuang4
脰|dou4
鑅|heng2
澎|peng2
絏|xie4
銬|kao4
蟯|nao2
唬|hu3
溻|ta1
常|chang2
葯|yao4
兣|li2 ke4
攺|yi3
醕|chun2
埌|lang4
圖|tu2
厼|xx5
財|cai2
嫠|li2
涬|xing4
掤|bing1
鬭|dou4
范|Fan4
郃|he2
紕|pi1
宇|yu3
槍|qiang1
極|ji2
臄|jue2
歜|chu4
媵|ying4
磬|qing4
廋|sou1
雙|shuang1
茳|jiang1
畄|liu2
籝|ying2
粳|jing1
述|shu4
炒|chao3
籫|zuan3
抹|mo4
懮|you3
愨|que4
斃|bi4
唎|li5
漰|peng1
肹|xi1
由|you2
脗|wen3
櫥|chu2
冞|mi2
銑|xian3
采|cai4
蔯|chen2
尅|ke4
荈|chuan3
吲|yin3
圾|ji1
桕|jiu4
齕|he2
歘|xu1
穮|biao1
萣|ding4
顒|yong2
癘|li4
袟|zhi4
綹|liu3
匣|xia2
涯|ya2
坵|qiu1
蠐|qi2
殳|shu1
愊|bi4
矇|meng2
弌|yi1
俏|qiao4
撧|jue1
簷|yan2
萰|lian4
蜥|xi1
昨|zuo2
笏|hu4
〻|xx5
効|xiao4
玗|yu2
鱟|hou4
專|zhuan1
楊|yang2
爲|wei4
鈿|tian2
浬|li3
狠|hen3
琊|ya2
孀|shuang1
籖|qian1
廄|jiu4
粋|cui4
需|xu1
萏|dan4
獋|hao2
秊|nian2
蝮|fu4
玓|di4
知|zhi1
碃|qing4
楻|huang2
鋃|lang2
轂|gu3
痔|zhi4
嬀|Gui1
穌|su1
荼|tu2
諢|hun4
穀|gu3
覎|yan4
匸|xi4
昔|xi1
寎|bing4
犏|pian1
莢|jia2
禠|si1
諼|xuan1
灪|yu4
厲|li4
餖|dou4
瑁|mao4
戟|ji3
鱯|hu4
族|zu2
璇|xuan2
疹|zhen3
刂|dao1
蘞|lian3
刎|wen3
彘|zhi4
闔|he2
咱|zan2
虀|ji1
㐆|yin3
贑|Gan4
釙|po1
鷊|yi4
鍚|yang2
杽|chou3
勠|lu4
箏|zheng1
洚|jiang4
臙|yan1
箇|ge4
詒|yi2
寐|mei4
蓀|sun1
琬|wan3
㮸|song4
彥|yan4
鈷|gu3
沬|mei4
窶|ju4
肱|gong1
斷|duan4
最|zui4
驤|xiang1
矣|yi3
嘆|tan4
飜|fan1
崋|hua2
稽|qi3
惔|yan3
旬|xun2
泉|quan2
鏖|ao2
恚|hui4
呺|xiao1
桋|yi2
掍|hun4
窵|diao4
絚|geng1
顆|ke1
瘊|hou2
菐|pu2
馘|guo2
牸|zi4
倘|tang3
繪|hui4
狫|lao3
喵|miao1
繫|xi4
嘩|hua2
㹴|geng3
邁|mai4
迫|po4
詔|zhao4
型|xing2
妺|mo4
侂|tuo1
譫|zhan1
每|mei3
嫺|xian2
蟬|chan2
祉|zhi3
什|shi2
炗|guang1
炯|jiong3
泯|min3
⺮|zhu2
褎|xiu4
懇|ken3
灞|Ba4
餅|bing3
樣|yang4
暍|he4
䬪|bo2
韭|jiu3
秤|cheng4
焯|chao1
椑|bei1
孝|xiao4
廃|fei4
軸|zhou4
嗤|chi1
鼃|wa1
売|mai4
琲|bei4
鶯|ying1
佩|pei4
峿|wu2
鐱|jian4
數|shuo4
昄|ban3
圍|wei2
銪|you3
栻|shi4
醋|cu4
麓|lu4
憂|you1
掮|qian2
芊|qian1
註|zhu4
贊|zan4
趴|pa1
顔|yan2
漂|piao4
搪|tang2
戯|xi4
苛|ke1
猇|xiao1
柶|si4
轟|hong1
岣|gou3
甋|di4
鞝|zhang3
鳬|fu2
達|da2
頖|pan4
腴|yu2
桮|bei1
懥|zhi4
俺|an3
夭|yao1
芻|chu2
罵|ma4
璆|qiu2
皖|Wan3
總|zong3
瘠|ji2
攲|qi1
椷|jian1
暉|hui1
龶|xx5
惹|re3
剞|ji1
召|zhao4
銩|diu1
差|chai1
彈|tan2
鷳|xian2
竡|bai3
仒|xx5
彤|tong2
喁|yong2
矗|chu4
碓|dui4
喙|hui4
嬝|niao3
齡|ling2
姒|si4
彔|lu4
笐|gang1
她|ta1
辶|chuo4
靮|di2
礿|yue4
氪|ke4
睙|lie4
礱|long2
閇|bi4
膴|hu1
倚|yi3
囟|xin4
陖|jun4
上|shang4
槵|huan4
倝|gan4
皦|jiao3
嗥|hao2
魯|lu3
凰|huang2
穊|ji4
䗥|zong1
竃|zao4
狨|rong2
馴|xun4
郫|pi2
摰|nie4
騏|qi2
墐|jin3
葵|kui2
醤|jiang4
巟|huang1
磻|pan2
藻|zao3
脬|pao1
瓣|ban4
瓧|shi2 wa3
掞|shan4
騎|qi2
排|pai2
錒|a1
琰|yan3
祅|yao1
吧|ba5
桴|fu2
僬|jiao1
蚺|ran2
磣|chen3
語|yu4
襋|ji2
爪|zhua3
巓|dian1
趡|cui3
軝|qi2
粺|bai4
乓|pang1
顎|e4
料|liao4
扎|zha2
椀|wan3
鐳|lei2
濱|bin1
囓|nie4
榦|gan4
霪|yin2
玃|jue2
凥|ju1
嵾|cen1
浭|Geng1
鉼|bing3
檮|tao2
籔|sou3
襚|sui4
抉|jue2
簋|gui3
譯|yi4
腶|duan4
搣|mie4
爽|shuang3
壓|ya4
崧|song1
蔀|bu4
柱|zhu4
宍|rou4
吹|chui1
嬈|rao2
篜|zheng1
癟|bie3
戚|qi1
鋈|wu4
綈|ti2
迹|ji4
茦|ce4
錯|cuo4
倶|ju4
睬|cai3
宄|gui3
除|chu2
旨|zhi3
駕|jia4
聿|yu4
淀|dian4
濕|shi1
隆|long2
雱|pang2
蹇|jian3
綌|xi4
緇|zi1
耷|da1
鎂|mei3
璢|liu2
倆|lia3
並|bing4
牲|sheng1
拆|chai1
蒺|ji2
追|zhui1
頄|qiu2
孱|chan2
雎|ju1
硃|zhu1
胤|yin4
勻|yun2
赫|he4
瞄|miao2
擎|qing2
篘|chou1
舭|bi3
鑭|lan2
岳|yue4
衵|ni4
槱|you3
饘|zhan1
賝|chen1
膰|fan2
汏|da4
廳|ting1
笨|ben4
錁|ke4
僩|xian4
鏢|biao1
罡|gang1
湛|zhan4
佌|ci3
懰|liu2
楓|feng1
蝤|qiu2
〥|wu3
輮|rou2
柰|nai4
媮|tou1
粘|zhan1
獫|xian3
眡|shi4
羌|qiang1
綢|chou2
絎|hang2
㻽|xuan2
揜|yan3
㐜|chou2
敃|min3
栴|zhan1
嗍|suo1
簻|ke1
㐡|nuo4
錠|ding4
榕|rong2
坍|tan1
揩|kai1
䥯|ba4
釡|fu3
絜|xie2
刦|jie2
蕍|yu2
枝|zhi1
狽|bei4
喋|die2
氡|dong1
攆|nian3
洄|hui2
灶|zao4
乺|xx5
熙|xi1
伱|ni3
脹|zhang4
郛|fu2
躔|chan2
訏|xu1
溏|tang2
逆|ni4
嘞|lei5
蹄|ti2
臑|nao4
詎|ju4
甝|han2
笻|qiong2
儜|ning2
淠|pi4
窔|yao3
筅|xian3
腹|fu4
冢|zhong3
譭|hui3
賄|hui4
侽|nan2
迻|yi2
酋|qiu2
漓|li2
侗|tong2
蘗|nie4
嚏|ti4
大|dai4
羿|Yi4
撞|zhuang4
嬢|niang2
窪|wa1
肩|jian1
蕭|xiao1
畂|mu3
吩|fen1
鍊|lian4
続|xu4
雒|luo4
眎|shi4
悤|cong1
捨|she3
塔|ta3
騾|luo2
鯸|hou2
入|ru4
忒|tei1
厘|li2
稑|lu4
涫|guan4
搗|dao3
穎|ying3
違|wei2
固|gu4
燧|sui4
瀍|Chan2
棚|peng2
繦|qiang3
醑|xu3
噠|da1
甀|zhui4
谷|gu3
僕|pu2
秸|jie1
酅|xi1
鄄|Juan4
筘|kou4
姦|jian1
愛|ai4
杓|shao2
亪|xx5
埡|ya1
畈|fan4
爺|ye2
癃|long2
趿|ta1
鼽|qiu2
缽|bo1
睛|jing1
些|xie1
付|fu4
䕭|xian2
鉨|xi3
編|bian1
穈|men2
拗|niu4
嗓|sang3
簽|qian1
咄|duo1
詩|shi1
韉|jian1
藦|mo2
毹|shu1
睓|tian3
闞|kan4
鯧|chang1
嶷|yi2
惘|wang3
膌|ji2
鏁|suo3
訶|he1
鶥|mei2
秠|pi1
裡|li3
臆|yi4
奪|duo2
祺|qi2
嘿|hei1
邨|cun1
皽|zhan3
黈|tou3
貺|kuang4
誑|kuang2
錩|chang1
鉦|zheng1
溠|zha4
等|deng3
訓|xun4
宦|huan4
桃|tao2
欽|qin1
求|qiu2
額|e2
祼|guan4
窰|yao2
眵|chi1
髭|zi1
禁|jin4
貰|shi4
扛|kang2
踮|dian3
纒|chan2
囤|tun2
琁|xuan2
翮|he2
醡|zha4
旾|chun1
馲|tuo1
蝱|meng2
箯|bian1
酸|suan1
牛|niu2
旟|yu2
龤|xie2
猟|lie4
賌|gai1
噚|xun2
獻|xian4
鄤|man4
鍵|jian4
埴|zhi2
貨|huo4
卬|ang2
膈|ge2
映|ying4
頀|hu4
鰱|lian2
箸|zhu4
燏|yu4
辜|gu1
銅|tong2
琝|min2
扼|e4
竾|chi2
鄂|E4
媚|mei4
砝|fa3
湋|wei2
閡|he2
吪|e2
弾|dan4
寇|kou4
玘|qi3
櫫|zhu1
姆|mu3
輕|qing1
狗|gou3
宰|zai3
瓠|hu4
頚|jing3
炙|zhi4
贈|zeng4
廊|lang2
姁|xu3
猈|ba4
狳|yu2
騭|zhi4
蚊|wen2
纖|xian1
椶|zong1
杶|chun1
端|duan1
悔|hui3
阜|fu4
磭|chuo4
躕|chu2
鰐|e4
焙|bei4
碈|min2
轍|zhe2
殙|hun1
跨|kua4
閱|yue4
探|tan4
胱|guang1
渮|ge1
滫|xiu3
掱|shou3
誣|wu1
凊|jing4
銦|yin1
玞|fu1
旓|shao1
鮍|pi2
腩|nan3
囲|wei2
箐|qing4
旴|xu1
佶|ji2
輹|fu4
牟|mou2
鸜|qu2
亯|xiang3
叻|le4
顣|qi1
忂|qu2
営|ying2
糸|mi4
觷|xue2
饙|fen1
逞|cheng3
稬|nuo4
超|chao1
賭|du3
臘|la4
欀|xiang1
価|jia4
隅|yu2
麒|qi2
趕|gan3
公|gong1
衝|chong4
螉|weng1
礵|shuang1
協|xie2
憑|ping2
艭|shuang1
鍫|qiao1
钂|tang3
姜|jiang1
斞|yu3
蛁|diao1
擩|ru3
轉|zhuan4
懼|ju4
棻|fen1
庬|pang2
墺|ao4
匋|tao2
冪|mi4
駗|zhen1
姧|jian1
匡|kuang1
敜|nie4
掘|jue2
閎|hong2
奔|ben4
蛓|ci4
頜|he2
鉆|zhen1
挪|nuo2
憚|dan4
娂|hong2
罳|si1
袷|jia2
逺|yuan3
耰|you1
莽|mang3
棘|ji2
舡|gang1
淺|qian3
乶|Fu3
厭|yan4
㪚|san4
嫵|wu3
謫|zhe2
硑|peng1
挶|ju2
潿|wei2
褉|xie1
璠|fan2
遺|yi2
蠑|rong2
婀|e1
馨|xin1
捫|men2
簗|zhu4
芤|kou1
嬿|yan4
卯|mao3
憶|yi4
柜|ju3
逄|Pang2
悞|wu4
塚|zhong3
勺|shao2
撓|nao2
羅|luo2
騷|sao1
葫|hu2
匘|nao3
錬|lian4
乂|yi4
怪|guai4
濤|tao1
蚶|han1
冒|mao4
瑩|ying2
髨|kun1
晅|xuan1
酴|tu2
踐|jian4
置|zhi4
摺|zhe2
珷|wu3
騙|pian4
瞰|kan4
姺|xian3
磥|lei3
蚻|zha2
霏|fei1
潤|run4
伄|diao4
劁|qiao1
呃|e4
爵|jue2
辣|la4
鐓|dun1
囗|wei2
瑪|ma3
尋|xun2
熬|ao2
蚧|jie4
僱|gu4
初|chu1
羢|rong2
堇|jin3
多|duo1
莠|you3
牴|di3
鞶|pan2
糞|fen4
識|zhi4
葭|jia1
塢|wu4
蜜|mi4
射|she4
癡|chi1
神|shen2
噏|xi1
焱|yan4
膪|chuai4
鄹|Zou1
舍|she4
遮|zhe1
函|han2
項|xiang4
芳|fang1
斲|zhuo2
候|hou4
窌|jiao4
忍|ren3
產|chan3
犰|qiu2
一|yi1
鷬|huang2
侔|mou2
垿|xu4
襫|shi4
蟒|mang3
謩|mo2
岒|qian2
矙|kan4
氆|pu3
職|zhi2
婣|yin1
若|ruo4
赸|shan4
闖|chuang3
藕|ou3
悜|cheng3
稊|ti2
睆|huan3
仙|xian1
邧|yuan2
巒|luan2
賸|sheng4
寒|han2
瞞|man2
洢|yi1
欏|luo2
瀲|lian4
苓|ling2
縢|teng2
歿|mo4
㛂|nuo3
庋|gui3
蛙|wa1
雀|que4
速|su4
嚯|huo4
挼|ruo2
繐|sui4
濰|wei2
讟|du2
橾|shu1
接|jie1
鴴|heng2
祥|xiang2
濫|lan4
椊|zuo2
跎|tuo2
雁|yan4
嘢|ye3
嶡|jue2
昕|xin1
懫|zhi2
禥|qi2
簑|suo1
跌|die1
匜|yi2
芧|xu4
沱|tuo2
讆|wei4
秬|ju4
羖|gu3
櫠|fei4
禦|yu4
肜|Rong2
娑|suo1
匿|ni4
逥|hui2
騢|xia2
卑|bei1
芃|peng2
眛|mei4
确|que4
稿|gao3
厶|si1
鮠|wei2
肬|you2
鑊|huo4
豜|jian1
贅|zhui4
䰾|ba1
蠗|zhuo2
鞁|bei4
衽|ren4
氟|fu2
獷|guang3
幀|zhen1
覅|fiao4
投|tou2
苗|miao2
漆|qi1
瓀|ruan3
鵁|jiao1
晦|hui4
壆|bo2
熜|zong3
糒|bei4
闓|kai3
羝|di1
瀕|bin1
齩|yao3
葚|shen4
嶙|lin2
篖|tang2
騤|kui2
胇|fei4
燁|ye4
叭|ba1
敇|chi4
㬎|xian3
髢|di2
按|an4
慙|can2
傷|shang1
嗚|wu1
旊|fang3
曄|ye4
猶|you2
籓|fan1
擽|lu:e4
鴥|yu4
蚨|fu2
鐽|da2
撏|xian2
甄|zhen1
叕|zhuo2
啑|die2
舴|ze2
毿|san1
嫈|ying1
洇|yin1
㥯|yin3
夷|yi2
玎|ding1
璞|pu2
鏡|jing4
草|cao4
墳|fen2
櫚|lu:2
俾|bi3
啥|sha2
擸|lie4
舄|xi4
唫|yin2
偱|xun2
蠸|quan2
栲|kao3
鸊|pi4
敿|jiao3
芘|pi2
㳄|xian2
欠|qian4
罅|xia4
桀|jie2
笵|fan4
溦|wei1
終|zhong1
責|ze2
襻|pan4
宜|yi2
痙|jing4
趒|tiao2
觕|cu1
潟|xi4
騫|qian1
噶|ga2
楠|nan2
芡|qian4
唰|shua1
箂|lai2
胬|nu3
經|jing1
狁|yun3
蚪|dou3
衕|tong4
係|xi4
艋|meng3
核|he2
浙|Zhe4
忖|cun3
㲈|tao2
烋|xiao1
晏|yan4
氈|zhan1
靪|ding1
損|sun3
竺|du3
鶴|he4
螃|pang2
傀|kui3
搰|hu2
筮|shi4
筍|sun3
槿|jin3
喰|can1
葡|pu2
玅|miao4
珇|zu3
耽|dan1
飼|si4
泡|pao4
疢|chen4
飴|yi2
鵓|bo2
虜|lu3
昌|chang1
璦|ai4
茥|gui1
邆|teng2
酵|jiao4
賞|shang3
畊|geng1
薉|wei4
勲|xun1
撃|ji1
怵|chu4
襉|jian3
幨|chan1
慌|huang1
祟|sui4
椐|ju1
庠|xiang2
愣|leng4
璥|jing3
垗|zhao4
屌|diao3
嚉|duo1
羹|geng1
鄵|Cao4
曱|yue1
鷕|yao3
莨|lang4
因|yin1
円|yuan2
啽|an2
鬈|quan2
驗|yan4
埒|lie4
揰|chong4
沺|tian2
糗|qiu3
督|du1
緰|yu2
襢|zhan4
侁|shen1
呰|zi3
遄|chuan2
苜|mu4
擄|lu3
灤|Luan2
鞘|qiao4
搛|jian1
耉|gou3
㢠|jiong3
仏|fo2
艤|yi3
彸|zhong1
縳|zhuan4
汋|zhuo2
朴|po4
縋|zhui4
兡|bai3 ke4
鑔|cha3
钃|shu3
猷|you2
鶦|hu2
縦|zong4
蘸|zhan4
邈|miao3
掣|che4
磺|huang2
糯|nuo4
彰|zhang1
調|tiao2
尐|jie2
軱|gu1
覆|fu4
駹|mang2
蛍|ying2
驥|ji4
椗|ding4
甑|zeng4
韮|jiu3
誆|kuang1
豎|shu4
鑲|xiang1
墪|dun1
箜|kong1
耈|gou3
讎|chou2
檣|qiang2
鼎|ding3
錍|pi1
餬|hu2
覈|he2
槼|gui1
盚|Qiu2
帖|tie4
齜|zi1
鋘|wu2
瘀|yu1
緜|mian2
駛|shi3
剟|duo1
筥|ju3
鼯|wu2
慘|can3
眄|mian4
鬪|dou4
婧|jing4
裙|qun2
銓|quan2
圈|quan1
蘻|ji4
鯉|li3
鴎|ou1
壺|hu2
瞫|Shen3
鄞|yin2
莭|jie2
廩|lin3
靬|jian1
偽|wei3
艘|sou1
羣|qun2
愿|yuan4
盦|an1
厤|li4
屺|qi3
斗|dou3
釘|ding4
犯|fan4
傍|bang4
撥|bo1
眙|yi2
獨|du2
荀|xun2
綝|chen1
埯|an3
濘|ning4
恆|heng2
甖|ying1
崞|guo1
狙|ju1
飬|yang3
擭|huo4
昊|hao4
攬|lan3
影|ying3
擉|chuo4
抖|dou3
喥|du4
寔|shi2
欵|kuan3
髦|mao2
嘊|ai2
脂|zhi1
埏|yan2
拋|pao1
褧|jiong3
崿|e4
盆|pen2
髕|bin4
緘|jian1
玩|wan2
訣|jue2
嫏|Lang2
燴|hui4
剽|piao1
橘|ju2
劾|he2
嬉|xi1
渟|ting2
頊|xu4
鞚|kong4
膠|jiao1
逈|jiong3
釓|ga2
鳲|shi1
互|hu4
楯|shun3
瑜|yu2
茬|cha2
氣|qi4
炮|pao4
怯|qie4
羽|yu3
訕|shan4
倃|jiu4
竄|cuan4
蒭|chu2
邡|Fang1
頁|ye4
趟|tang4
措|cuo4
躝|lan2
繃|beng3
蠵|xi1
椾|jian1
廆|hui4
吵|chao3
鮭|gui1
收|shou1
駱|luo4
襴|lan2
咷|tao2
鵙|ju2
諒|liang4
龖|da2
鋡|han2
雄|xiong2
媯|Gui1
隍|huang2
瑾|jin3
圀|guo2
症|zheng4
泗|si4
隼|sun3
鶹|liu2
凅|gu4
裏|li3
瀳|jian4
藜|li2
蚌|bang4
掽|peng4
榘|ju3
賅|gai1
譬|pi4
邱|qiu1
稉|jing1
原|yuan2
枌|fen2
厥|jue2
羶|shan1
胛|jia3
皪|li4
鎰|yi4
暇|xia2
丈|zhang4
跬|kui3
灢|nang3
盋|bo1
弼|bi4
誨|hui4
葴|zhen1
厓|ya2
揄|yu2
韋|wei2
藴|yun4
夬|guai4
薆|ai4
蜑|Dan4
豗|hui1
醨|li2
版|ban3
臺|tai2
身|shen1
嶗|lao2
脅|xie2
短|duan3
朞|qi1
矯|jiao3
廻|hui2
凮|feng1
均|jun1
訳|yi4
跍|ku1
瘳|chou1
鞲|gou1
挎|kua4
艑|bian4
蜞|qi2
譏|ji1
杰|jie2
閘|zha2
瘨|dian1
縁|yuan2
家|jia1
腕|wan4
餤|tan2
畿|ji1
緁|jie2
傴|yu3
熯|han4
麥|mai4
呂|lu:3
護|hu4
篼|dou1
矔|guan4
撊|xian4
塒|shi2
懿|yi4
詘|qu1
謐|mi4
錦|jin3
佪|huai2
鵝|e2
簨|sun3
胸|xiong1
禫|tan3
搊|chou1
殭|jiang1
逿|dang4
胡|hu2
嗟|jie1
嗲|dia3
袖|xiu4
鉝|li4
枙|e4
嬦|chou2
薅|hao1
辨|bian4
淹|yan1
貊|mo4
詣|yi4
腸|chang2
葛|ge2
酗|xu4
珮|pei4
艕|bang4
蒜|suan4
咿|yi1
氓|meng2
轝|yu2
曽|ceng2
兜|dou1
馣|yan3
錕|kun1
楟|ting2
驅|qu1
惶|huang2
蒿|hao1
剗|chan3
氧|yang3
虒|si1
閲|yue4
孏|lan3
椄|jie1
櫞|yuan2
臉|lian3
俲|xiao4
叚|jia3
梣|chen2
欛|ba4
鶕|an1
轎|jiao4
邀|yao1
脇|xie2
鮑|bao4
嘠|ga2
冣|zui4
鋝|lu:e4
吃|chi1
衖|xiang4
迅|xun4
僵|jiang1
時|shi2
丹|dan1
蔳|qian4
奌|dian3
湩|dong4
欸|ai3
膚|fu1
遏|e4
館|guan3
糰|tuan2
噘|jue1
覡|xi2
導|dao3
蒪|po4
屆|jie4
饟|xiang3
榜|bang3
輫|pai2
遲|chi2
健|jian4
稞|ke1
墾|ken3
吽|hou3
瞕|zhang4
淅|xi1
糅|rou2
簁|xi3
総|zong3
圄|yu3
痵|ji4
軠|kuang2
齾|ya4
診|zhen3
哐|kuang1
塄|leng2
祄|xie4
騕|yao3
颻|yao2
皿|min3
佞|ning4
淊|yan1
㝄|chun2
近|jin4
䘚|zu2
潯|xun2
軆|ti3
邲|Bi4
嬰|ying1
済|ji4
銠|lao3
捙|ye4
透|tou4
悩|nao3
媕|an1
㢲|xun4
竇|dou4
笑|xiao4
魭|yuan2
肯|ken3
齣|chu1
偕|xie2
驛|yi4
奡|ao4
傒|xi1
魆|xu4
償|chang2
褂|gua4
緱|gou1
厂|han3
蟺|shan4
斔|yu3
縩|cai4
萋|qi1
硍|ken4
髧|dan4
霹|pi1
迄|qi4
泙|ping2
噓|xu1
駆|qu1
羊|yang2
輋|She1
菧|di3
媊|qian2
棖|cheng2
蛾|e2
驒|tuo2
嘈|cao2
餵|wei4
瞜|lou1
仳|pi3
晰|xi1
謂|wei4
兙|shi2 ke4
鱇|kang1
痳|lin2
龥|yu4
夅|xiang2
払|fu2
妏|wen4
対|dui4
崁|kan4
鑕|zhi4
蠃|luo3
俻|bei4
杏|xing4
釱|di4
螅|xi1
蹉|cuo1
埠|bu4
芹|qin2
搯|tao1
域|yu4
葖|tu2
轔|lin2
載|zai4
㱃|yin3
絫|lei3
趷|ke1
喹|kui2
藳|gao3
猾|hua2
鎿|na2
來|lai2
崛|jue2
爬|pa2
毆|ou1
哋|di4
鬍|hu2
蝍|ji2
旱|han4
熨|yun4
恫|dong4
菟|tu4
喚|huan4
桶|tong3
惆|chou2
盤|pan2
槽|cao2
餼|xi4
庵|an1
㷭|feng1
簌|su4
盬|gu3
作|zuo4
鰍|qiu1
亻|ren2
柘|zhe4
褒|bao1
練|lian4
關|guan1
輦|nian3
疐|zhi4
頳|cheng1
痘|dou4
輩|bei4
胺|an4
嘓|guo1
搓|cuo1
始|shi3
芎|xiong1
精|jing1
顓|zhuan1
麫|mian4
柯|ke1
蕘|rao2
哀|ai1
蘭|lan2
蠒|jian3
髂|qia4
癬|xuan3
漊|lu:3
鎩|sha1
鼇|ao2
截|jie2
䍹|shan1
奘|zhuang3
鵑|juan1
蒂|di4
色|shai3
鼻|bi2
匊|ju2
腰|yao1
昳|die2
嗈|yong1
焼|shao1
丂|kao3
仆|pu1
酊|ding3
鷈|ti1
亀|gui1
歲|sui4
侘|cha4
蝻|nan3
圃|pu3
釳|xi4
恇|kuang1
靖|jing4
䘏|xu4
褦|nai4
听|yin3
怙|hu4
黓|yi4
開|kai1
獵|lie4
菢|bao4
壝|wei3
庹|tuo3
偢|chou3
確|que4
抗|kang4
雚|guan4
呤|ling2
毈|duan4
扯|che3
絰|die2
庁|ting1
猻|sun1
稛|kun3
晤|wu4
筆|bi3
蒢|chu2
耩|jiang3
樨|xi1
哳|zha1
罨|yan3
砉|xu1
納|na4
蒗|lang4
闡|chan3
梠|lu:3
亡|wang2
帀|za1
曇|tan2
梍|zao4
軍|jun1
踴|yong3
痱|fei4
壊|huai4
荒|huang1
睃|suo1
覘|chan1
爻|yao2
瑰|gui1
郵|you2
默|mo4
票|piao4
閙|nao4
悾|kong1
屑|xie4
尊|zun1
匑|gong1
嚭|pi3
淢|yu4
堆|dui1
檍|yi4
槢|xi2
豭|jia1
駡|ma4
厖|pang2
灃|feng1
蟷|dang1
檁|lin3
輯|ji2
瀨|lai4
匟|kang4
雞|ji1
潠|xun4
煃|kui3
嫻|xian2
霑|zhan1
駬|er3
曰|yue1
騣|zong1
騗|pian4
鵺|ye4
陴|pi2
炏|yan2
扻|zi4
唲|er2
嫭|hu4
賕|qiu2
珣|xun2
盃|bei1
噳|yu3
搦|nuo4
聘|pin4
幄|wo4
覂|feng3
敧|qi3
怦|peng1
化|hua4
蓼|lu4
園|yuan2
槳|jiang3
裼|xi1
獲|huo4
熸|jian1
謪|shang1
蹵|cu4
珞|luo4
蟑|zhang1
瞋|chen1
翹|qiao4
磽|qiao1
燥|zao4
箍|gu1
掩|yan3
裌|jia2
剁|duo4
酪|lao4
轢|li4
琪|qi2
欷|xi1
課|ke4
筕|hang2
啁|zhou1
蔕|di4
啦|la5
暹|xian1
嗉|su4
繯|huan2
糲|li4
坐|zuo4
陲|chui2
唑|zuo4
隠|yin3
彄|kou1
乛|zhe2
楷|kai3
茲|zi1
炳|bing3
乆|jiu3
鄬|wei2
餑|bo1
彭|Peng2
颺|yang2
