盘|pan2
巍|wei1
蚴|you4
页|ye4
沬|mei4
瞷|jian4
壊|huai4
阞|le4
满|man3
閛|peng1
槺|kang1
绿|lu:4
兢|jing1
豱|wen1
煜|yu4
蚆|ba1
㲈|tao2
论|lun4
文|wen2
裁|cai2
潗|ji2
溤|ma3
猿|yuan2
鞬|jian1
哇|wa5
脞|cuo3
廋|sou1
垆|lu2
氛|fen1
擒|qin2
帄|ding1
朔|shuo4
磐|pan2
肠|chang2
氐|di3
傜|yao2
贴|tie1
鴃|jue2
蝘|yan3
慢|man4
绞|jiao3
㐅|wu3
深|shen1
禂|dao3
簻|ke1
倢|jie2
蜮|yu4
挣|zheng4
创|chuang4
驙|zhan1
钌|liao3
堡|pu4
冂|jiong1
嘶|si1
餇|tong2
燕|yan4
葍|fu2
窊|wa1
逌|you2
鲡|li2
轑|lao3
宊|tu2
柙|xia2
炕|kang4
戠|zhi2
醾|mi2
跬|kui3
䂲|fa3
褂|gua4
越|yue4
跌|die1
琚|ju1
郫|pi2
濂|lian2
誯|chang4
尌|shu4
喃|nan2
鍅|fa3
禤|Xuan1
氰|qing2
崒|zu2
诒|yi2
猡|luo2
查|zha1
尨|pang2
瘁|cui4
凑|cou4
翼|yi4
鳒|jian1
嶭|e4
谳|yan4
㨃|dui3
匪|fei3
羟|qiang3
女|ru3
擦|ca1
挝|zhua1
功|gong1
㗂|sheng3
偌|ruo4
烯|xi1
衮|gun3
矼|jiang1
碰|peng4
六|liu4
洱|er3
霫|xi2
掸|dan3
贾|gu3
悖|bei4
蜅|fu3
巛|chuan1
夗|yuan4
亐|yu2
幂|mi4
䠞|cu4
裣|lian3
鬑|lian2
湑|xu3
峚|mi4
両|liang3
聱|ao2
烛|zhu2
齾|ya4
亶|dan3
涨|zhang4
跼|ju2
肽|tai4
斉|qi2
和|he2
呧|di3
鲧|Gun3
豌|wan1
窾|kuan3
卆|zu2
蹀|die2
柢|di3
骗|pian4
罢|ba5
埵|duo3
鄑|zi1
䁖|lou1
蠼|qu2
祁|qi2
鹗|e4
葛|ge2
勺|shao2
昳|die2
脐|qi2
鉆|zhen1
馵|zhu4
佷|hen3
宸|chen2
属|zhu3
眹|zhen4
廑|qin2
皁|zao4
蝛|wei1
母|mu3
锕|a1
演|yan3
褢|huai2
勖|xu4
硐|tong2
菸|yu1
苑|yuan4
潢|huang2
夂|zhi3
哪|nei3
亀|gui1
偻|lu:3
蚋|rui4
軱|gu1
挤|ji3
摰|nie4
虀|ji1
茠|xiu1
譒|bo4
颣|lei4
崛|jue2
伜|cui4
藦|mo2
鐱|jian4
柏|bai3
搒|peng4
徉|yang2
禚|zhuo2
懥|zhi4
向|xiang4
鄀|ruo4
柽|cheng1
耇|gou3
营|ying2
屹|yi4
蘘|rang2
盆|pen2
岸|an4
攘|rang3
纂|zuan3
腾|teng2
鲠|geng3
噔|deng1
秘|mi4
岂|qi3
保|bao3
卪|xx5
洹|huan2
鼭|shi2
焗|ju2
掀|xian1
质|zhi4
豵|zong1
恒|heng2
疆|jiang1
觥|gong1
掰|bai1
兰|lan2
侬|nong2
盍|he2
戭|yan3
痻|min2
坎|kan3
鸯|yang1
瓰|fen1 wa3
襟|jin1
鲳|chang1
鄱|po2
謍|ying2
刜|fu2
缺|que1
觞|shang1
澃|jiong3
悰|cong2
囚|qiu2
歺|dai3
义|yi4
堨|e4
统|tong3
囸|ri4
荟|hui4
甪|Lu4
火|huo3
髇|xiao1
蛮|man2
盻|xi4
缳|huan2
稲|dao4
畾|lei2
岹|tiao2
镌|juan1
剑|jian4
鳎|ta3
䕭|xian2
尗|shu1
霈|pei4
貌|mao4
衔|xian2
働|xx5
靰|wu4
蕸|xia2
饹|le5
罔|wang3
恛|hui2
铊|ta1
邪|xie2
悦|yue4
礵|shuang1
菑|Zi1
穿|chuan1
丱|kuang4
硑|peng1
鑅|heng2
圭|gui1
霸|ba4
惬|qie4
蛁|diao1
弭|mi3
苤|pie3
鼙|pi2
惚|hu1
涑|su4
斟|zhen1
酣|han1
搎|sun1
几|ji3
唧|ji1
射|she4
歛|lian3
庤|zhi4
筥|ju3
訑|yi2
磨|mo4
洚|jiang4
蒢|chu2
笵|fan4
饙|fen1
鴠|dan4
旽|tun1
蛞|kuo4
椴|duan4
碜|chen3
肴|yao2
苠|min2
凿|zao2
崞|guo1
枚|mei2
辎|zi1
泅|qiu2
樆|li2
荼|tu2
氠|shen1
亿|yi4
姑|gu1
怖|bu4
鸶|si1
箙|fu2
楫|ji2
祻|gu4
癜|dian4
贼|zei2
迋|wang4
懿|yi4
惴|zhui4
挖|wa1
醟|yong4
挔|lu:3
绥|sui2
凄|qi1
邲|Bi4
巓|dian1
舶|bo2
熁|xie2
橇|qiao1
朆|fen1
些|xie1
崩|beng1
玷|dian4
哏|hen3
憔|qiao2
仚|xian1
黟|yi1
嬖|bi4
馡|fei1
睫|jie2
図|tu2
咒|zhou4
援|yuan2
咫|zhi3
矩|ju3
鹲|meng2
谔|e4
滘|jiao4
缉|qi1
情|qing2
酔|zui4
鐄|heng2
陪|pei2
攻|gong1
咳|ke2
噙|qin2
咻|xiu1
櫹|xiao1
博|bo2
捭|bo4
踡|quan2
睡|shui4
焟|xi1
吻|wen3
亠|tou2
捏|nie1
皨|xing1
丈|zhang4
也|ye3
紊|wen3
姓|xing4
薻|zao3
侄|zhi2
介|jie4
歆|xin1
暨|ji4
肺|fei4
癠|ji4
擤|xing3
瞅|chou3
軿|ping2
闟|xi1
㮚|li4
鸵|tuo2
踵|zhong3
啺|tang2
枯|ku1
炖|dun4
理|li3
恳|ken3
舀|yao3
休|xiu1
臓|zang4
烹|peng1
俱|ju4
答|da2
淝|fei2
枞|cong1
淂|de2
扬|yang2
斚|jia3
枝|zhi1
襜|chan1
俅|qiu2
袯|bo2
蟋|xi1
鼋|yuan2
什|shi2
氙|xian1
绖|die2
赆|jin4
戚|qi1
癙|shu3
溻|ta1
㨫|lan3
网|wang3
帑|tang3
喓|yao1
翥|zhu4
谇|sui4
陂|po1
瘆|shen4
醴|li3
爚|yue4
异|yi4
咯|luo4
啲|di1
恤|xu4
擣|dao3
驮|tuo2
炷|zhu4
曲|qu1
脂|zhi1
啊|a5
更|geng4
曳|ye4
讥|ji1
暋|min3
黔|Qian2
筮|shi4
祲|jin1
綎|ting1
东|dong1
蜇|zhe2
扳|pan1
瞌|ke1
根|gen1
漤|lan3
謑|xi4
鸹|gua1
兆|zhao4
棕|zong1
絻|wen4
桂|gui4
耒|lei3
珧|yao2
忏|chan4
奸|jian1
邑|yi4
师|shi1
沏|qi1
懈|xie4
凸|tu1
囖|luo5
鶸|ruo4
麋|mi2
睥|bi4
嫖|piao2
枣|zao3
剡|yan3
啄|zhuo2
晦|hui4
受|shou4
鎹|xx5
傕|jue2
傺|chi4
酆|Feng1
控|kong4
稌|tu2
砭|bian1
又|you4
桡|rao2
春|chun1
蛄|gu1
霄|xiao1
过|guo5
鞫|ju1
醺|xun1
跮|chi4
〣|san1
艜|dai4
攽|ban1
丢|diu1
猜|cai1
艴|fu2
咑|da1
褫|chi3
矦|hou2
棜|yu4
蝙|bian1
孢|bao1
蛜|yi1
窑|yao2
谅|liang4
旀|mie5
诗|shi1
坐|zuo4
蚹|fu4
飓|ju4
珰|dang1
茚|yin4
窄|zhai3
鐻|ju4
獯|Xun1
暍|he4
鵫|zhao4
鵵|tu4
珀|po4
馐|xiu1
鶏|ji1
神|shen2
喋|die2
揄|yu2
詹|zhan1
宨|tiao3
俓|jing4
刓|wan2
遹|yu4
龛|kan1
篴|di2
五|wu3
阓|hui4
篹|zhuan4
饕|tao1
耝|qu4
洵|xun2
涟|lian2
贤|xian2
鲊|zha3
譬|pi4
鼂|chao2
乜|mie1
蒻|ruo4
胲|hai3
鄾|you1
石|shi2
燧|sui4
渝|Yu2
镗|tang1
迶|you4
媮|tou1
艨|meng2
怀|huai2
锁|suo3
迟|chi2
蔎|she4
輼|wen1
惈|guo3
屐|ji1
逹|da2
醁|lu4
彩|cai3
砻|long2
癫|dian1
鎭|zhen4
巇|xi1
鸺|xiu1
孔|kong3
揕|zhen4
另|ling4
韝|gou1
魍|wang3
虱|shi1
葥|qian2
鏸|hui4
驖|tie3
朳|ba1
泝|su4
婽|jia3
鉌|he2
燹|xian3
喝|he4
舎|she4
剩|sheng4
聋|long2
淖|nao4
婮|ju1
楘|mu4
堈|gang1
痈|yong1
铙|nao2
払|fu2
轱|gu1
忡|chong1
宀|mian2
憝|dui4
僦|jiu4
柮|duo4
琨|kun1
撅|jue1
翟|di2
竹|zhu2
血|xue4
炯|jiong3
愫|su4
殉|xun4
森|sen1
腓|fei2
睁|zheng1
騕|yao3
移|yi2
嗲|dia3
砠|qu1
锅|guo1
筠|yun2
鸲|qu2
骁|xiao1
鳟|zun1
鄚|Mo4
胛|jia3
戴|dai4
蜞|qi2
拈|nian1
夆|feng2
荅|da2
治|zhi4
蛵|xing2
蔵|cang2
鲕|er2
鹫|jiu4
镣|liao4
慉|xu4
淌|tang3
淠|pi4
焔|yan4
祐|you4
埼|qi2
杨|yang2
缕|lu:3
鄮|mao4
忪|zhong1
箐|qing4
鋈|wu4
斔|yu3
栳|lao3
兙|shi2 ke4
惫|bei4
娀|song1
屃|xi4
攴|pu1
楅|bi4
湝|jie1
璘|lin2
袽|ru2
媵|ying4
耷|da1
皌|mo4
鬈|quan2
庋|gui3
陡|dou3
韵|yun4
蓂|ming2
悠|you1
袲|yi2
鷞|shuang1
垴|nao3
纙|luo4
蓬|peng2
饾|dou4
玮|wei3
旋|xuan4
厮|si1
裎|cheng3
飚|biao1
刊|kan1
竺|du3
才|cai2
埃|ai1
裢|lian2
陇|Long3
玤|bang4
罝|ju1
塾|shu2
数|shuo4
铔|ya4
荸|bi2
薹|tai2
墰|tan2
幅|fu2
抨|peng1
柷|zhu4
桥|qiao2
张|zhang1
賥|sui4
嵫|zi1
肸|xi4
担|dan4
辌|liang2
恟|xiong1
雊|gou4
缪|mu4
斁|yi4
庐|lu2
闩|shuan1
痊|quan2
股|gu3
琇|xiu4
咱|zan2
祄|xie4
醄|tao2
娲|Wa1
封|feng1
芬|fen1
椮|sen1
彤|tong2
杳|yao3
栗|li4
淬|cui4
蘵|zhi2
盩|zhou1
漙|tuan2
矣|yi3
咄|duo1
専|zhuan1
皱|zhou4
蕍|yu2
鱼|yu2
擨|ye2
萧|xiao1
亟|qi4
髍|mo2
互|hu4
馨|xin1
村|cun1
捋|luo1
昙|tan2
敔|yu3
眴|xuan4
努|nu3
芞|qi4
怹|tan1
筃|yin1
绐|dai4
艽|jiao1
刱|chuang4
撆|pie1
茁|zhuo2
殓|lian4
茦|ce4
鳫|yan4
烳|pu3
溷|hun4
挢|jiao3
垈|dai4
愧|kui4
岢|ke3
饯|jian4
覤|xi4
髡|kun1
苯|ben3
篙|gao1
犁|li2
辒|wen1
檊|gan4
馏|liu4
欲|yu4
眽|mo4
恙|yang4
棒|bang4
麫|mian4
畔|pan4
㥏|tian3
咴|hui1
泔|gan1
胳|ge1
拿|na2
菆|zou1
丞|cheng2
羊|yang2
㩐|den4
柈|pan2
媠|tuo2
粤|Yue4
